ID,Dish_id,Language,Name,Ingredients of a standard portion for an adult,Recipe,Tip
86,86,en,Shredded cod salad (Esqueixada),"Green pepper,50,g;
Red pepper,60,g;
Spring onion,30,g;
Tomato,60,g;
Black olives,15,g;
Shredded cod, 150 g;
Extra virgin olive oil, 15,g;","Wash the peppers, spring onion and tomatoes. Cut into small pieces and mix with the crumbled cod. Add the black olives. Season with olive oil to taste.",
87,87,en,Green salad with zucchini and sesame,"Escarole,30,g;
Green shoots,30,g;
Zucchini,120,g;
Sesame,10,g;
Extra virgin olive oil, 15 g;","Wash and cut all lettuce and green leaves. With the help of a spirali, make the zucchini spaghetti. Prepare the dressing with the olive oil with a pinch of salt. Mix all the ingredients and sprinkle the toasted sesame.",
88,88,en,Green salad with goat cheese,"Mixed green leaves,100,g; 
Ripe tomato,100,g; 
Goat cheese,40,g; 
Walnuts,15,g; 
Sultanas,10,g;
Strawberries,150,g; 
Extra virgin olive oil,15,g;","Wash and drain well the chard leaves or lettuce sprouts or mixture of green leaves. Brown the walnuts in a nonstick skillet over medium heat. When they toast a little, reserve. Brown the goat cheese on both sides (crispy outside and creamy inside). Distribute the lettuce leaves, nuts, raisins and clean strawberries. Season with extra virgin olive oil.",
89,89,en,"Green sprout, apple and pomegranate salad","Escarole,200,g;
Apple, 150,g;
Pomegranate, 30,g;
Raisins, 10,g;
Extra virgin olive oil, 10,g;","Wash, dry and chop the escarole. Wash and cut the apple in half, remove the seeds and cut into thin slices. Cut the pomegranate in half and beat until all the grains come out. Add the raisins. Mix all the ingredients in a bowl and dress with extra virgin olive oil.",
90,90,en,"Cold pasta salad with mushrooms, cherry tomatoes and fresh mozzarella","Alimentary pasta, 60,g;
Mushroom, 70,g;
Cherry tomato, 70,g;
Black olive,15,g;
Mozzarella, 20, g;
Fresh basil,2,g;
Olive oil, 10,g;","Cook the pasta in plenty of boiling water. Wash and slice the mushrooms and fry them in a pan with a little olive oil until golden brown. Cut the cherry tomatoes, the black olives and the fresh mozzarella. Add the cooked and drained pasta in a bowl, together with the mushrooms, the cherry tomatoes, the black olives, the basil and the fresh mozzarella. Season with olive oil and salt. Serve.",
91,91,en,Brown rice salad with vegetables and mozzarella,"Brown rice,40,g;
Peas,25,g;
red pepper,40,g;
spring onion,20,g;
cherry tomatoes,50,g
fresh mozzarella,25,g
walnuts,15,g
extra virgin olive oil,15,g;","Put the rice and peas to boil with water and a little salt over medium heat for about 20-30 minutes. Cut the vegetables and nuts into small pieces (pepper, spring onion, cherrys). Mix the rice, peas and vegetables in a bowl and add the fresh mozzarella and walnuts. Season with extra virgin olive oil and salt to taste.",
92,92,en,Vegetable salad,"Lettuce, 50,g;
Tomato,100,g;
Onion,10,g;
Cucumber,40,g;
Extra virgin olive oil, 10 g; Vinegar,5,g;",Wash and cut all the vegetables. Plate and dress with extra virgin olive oil and vinegar.,
93,93,en,Caesar salad,"Romaine lettuce,150,g;
Parmesan cheese,25,g;
chicken breast,100,g;
croutons,35,g;
Caesar sauce,20,g;","Wash and cut the lettuce. Grill the chicken. Mix all the ingredients in a bowl and add the Parmesan cheese, the caesar sauce and the croutons.",
94,94,en,Greek salad with watermelon,"Cucumber, 100,g;
Green pepper, 100,g;
Purple onion,20,g; Watermelon,150,g;
Feta cheese, 40,g;
Black olives,10,g;
Extra virgin olive oil, 10,g; Vinegar,5,g;",Wash and cut the vegetables. Add the feta cheese and watermelon and dress with olive oil and vinegar.,
95,95,en,Corn salad with avocado and natural nachos,"Cooked corn,30,g; 
avocado,60,g; 
tomatoes,60,g 
red onion,10,g; 
olive oil,10,g 
Corn nachos,35,g;","Wash and cut the tomato and onion into cubes, open the avocado and chop it very fine. Season with lemon so that it does not oxidize and mix with the corn, tomatoes and onion. Eat with nachos.",
96,96,en,Country salad,"Potato, 150,g;
Green beans, 100,g:
Carrot,50,g;
Onion,30,g;
Bell peppers,5,g;
Hard-boiled egg, 55,g;
Natural tuna, 50,g;
Extra virgin olive oil, 10,g;
Vinegar,2,g;""",Wash and cut the vegetables. Cook the potatoes in boiling water. Let cool and chop them to taste. Add tuna and egg and dress with extra virgin olive oil and viagre.,
97,97,en,Mushrooms sautéed with garlic ,"Mushroom,250,g;
Garlic,10,g;
Fresh parsley,5,g;
Olive oil,10,g;","Wash, cut the mushrooms and garlic into slices. In a frying pan, heat olive oil and sauté the garlic, add the mushrooms, cover and cook for 15 minutes over medium heat. Add fresh parsley.",
98,98,en,Sautéed zucchini and carrot spaghetti with sesame,"Zucchini,150,g; 
Carrot,50,g; 
Garlic clove,2,g; 
Sesame seeds,5,g; 
Olive oil,10,g;","Clean and peel the zucchini and carrot. Cut the vegetables into thin strips, simulating strips of spaghetti. Heat a frying pan, add the oil and the garlic cut into fine slices. Sauté the vegetables on a plate with sesame seeds.",
99,99,en,Boiled cauliflower with bechamel sauce and grated mozzarella cheese,"Boiled cauliflower,200,g;
Whole milk,100,ml;
Whole wheat flour,10,g; 
Nutmeg,5,g;
Mozzarella cheese,50,g; 
Olive oil,5,g;","Cook the cauliflower. To prepare the bechamel sauce, heat a pot with a drizzle of olive oil, add the wholemeal flour and cook over low heat, gradually adding the milk and finally the nutmeg and heat until a thick sauce is obtained. In a baking dish, add the cauliflower, the bechamel sauce and the mozzarella cheese. Bake for 15 minutes at 175º",
100,100,en,Whole wheat toast with ratatouille and grilled egg,"Whole wheat toast,60,g;
Onion,50,g;
Red pepper,40,g;
Green pepper,40,g; 
Zucchini,50,g; 
Tomato sauce,20,g; 
Egg,55,g; 
Olive oil,15,g;","Wash, peel and dice the pepper, zucchini and onion. Then sauté all the vegetables with a drizzle of olive oil. When the vegetables are cooked add 2 tablespoons of tomato sauce. Prepare the grilled egg. Toast a slice of wholemeal bread serve with ratatouille and the grilled egg",
101,101,en,"Eggplant, zucchini and potato veggie moussaka","Eggplant,200,g;
zucchini,50g;
Clove of garlic, 5g;
Potato,200,g;
Onion,30,g;
Tomato sauce,20,g;
Bechamel sauce,20,g;
Grated Emmental cheese,50,g;
Olive oil,15,g;","Wash, peel and slice the eggplants, zucchini and potatoes. Prepare the vegetable slices and cover with a layer of tomato sauce and bechamel sauce in a baking dish. Finally, we add the emmental cheese, cover the dish with aluminum foil and bake for 1 hour at 190 ºC.",
102,102,en,"Tomato, cucumber and Chickpea salad","Tomato,150,g;
Cucumber,50,g;
Onion,30g;
Chickpeas,90g;
Olive oil,10g;
Salt,2g;
Vinegar,5g;","Wash, peel and cut the tomato, cucumber and onion, reserve in a salad bowl. Boil the chickpeas, rinse and let cool. Mix the vegetables with the chickpeas, add salt, oil and vinegar.",
103,103,en,Cold tomato soup with boiled egg and serrano ham,"Tomato,150,g;
Bread,60,g;
Garlic,5g;
Olive oil,5g;
Boiled egg,55g;
Serrano ham, 25g
Salt,2g;
Vinegar,5g;","Wash and cut and crush the tomatoes. In a bowl place the bread and cover with the crushed tomato let stand ten minutes. Add the garlic, salt and olive oil. Blend the entire mixture until a light texture is obtained. Serve with boiled egg and Serrano ham cubes.",
104,104,en,Green beans with potatoes,"Green beans,200,g;
Garlic,5,g;
Potato,200g;
Olive oil,10.g;","Wash, peel and cut the beans and potatoes. In a pot with water and salt, cook the potatoes and beans. In a frying pan add the oil and garlic and sauté, then add the beans and sauté over medium heat for 7 minutes.",
105,105,en,Pumpkin and zucchini cream with croutons,"Pumpkin,150,g;
Zucchini,100,g;
Leek,50,g;
Chicken broth, 200 ml;
Salt,2.5,g;
Pepper,2.5,g;
Olive oil,10,g;","Wash, peel and cut the pumpkin, zucchini and leek. In a pot, sauté the vegetables in oil and add the salt and pepper. Then add the vegetable broth and cook over medium heat for half an hour. Finally shredding the vegetables.",
106,106,en,Leek and potato vichyssoise,"Leek,250,g;
Potato,200,g;
Whole milk,100,ml;
Lemon juice,5,ml;
Chicken broth,100,ml;
Chives,2,g;
Salt,2,g;
Pepper,2,g;
Olive oil,10,g;","Peel, wash the leek and the partata. Cut the potatoes into cubes. Cut the white part of the leeks into two or three halves. Add the oil in a pot and sauté the potato and leek for 10 minutes, season with a pinch of salt, pepper and lemon juice, cover with the chicken broth and cook over medium heat for 30 minutes. Blend the vegetables adding the whole milk until obtaining a fine texture, reserve in the fridge. Serve with chopped chives.",
107,107,en,Cold garlic and almonds soup with grapes and ham,"Bread,30,g;
Almonds,25,g;
Grapes,50,g;
Serrano ham,30,g;
Vinegar,10,ml;
Salt,2,g;
Olive oil, 20,g;","We start by soaking the bread crumb in cold water. Next, we put the soaked bread, the raw almonds, the garlic clove, the vinegar, the salt in a blender glass and we crush everything. Serve with peeled grapes and pieces of serrano ham.",
108,108,en,Sautéed artichokes with garlic and grilled egg,"Artichokes,150,g;
Garlic,2,g;
Egg,55,g;
Olive oil, 10.g;","Peel and cut the artichokes. In a pot cook the artichokes when they are cooked strain and reserve. In a frying pan, heat the oil and add the minced garlic clove, sauté together with the artichokes. Serve with a grilled egg.",
109,109,en,Broccoli and peas soup with seeds,"Broccoli,150,g;
Peas,90,g;
Leek,50,g;
Chicken broth,200 ml;
Seeds,5,g;
Olive oil,10,g;","Cut and wash the broccoli and the leek, in a pot we sauté the vegetables and add the peas. Next, add the chicken broth and cook for 30 minutes over medium heat. Finally, blend until a fine texture is obtained. Serve with seeds.",
110,110,en,Quinoa and tuna stuffed tomatoes,"Tomato,200,g;
Pepper,50,g;
Onion,30,g;
Quinoa,80,g;
Tuna,60,g;
Olive oil,5.g;","Wash and empty the tomatoes with the help of a spoon, cut the tomato pulp into cubes and reserve the wrapper. Then wash and cut the pepper and onion into small cubes. In a frying pan, add the olive oil and sauté the vegetables together with the tomato pulp, cook for 10 minutes over medium heat. In a pot, cook the quinoa and add it together with the vegetables and a can of tuna. Finally, fill the tomatoes with the mixture of quinoa, vegetables and tuna. Serve with chopped fresh parsley.",
111,111,en,Catalan-style peas with cured ham,"Peas,200,g;
Onion,60,g;
Iberian ham,80,g;
olive oil,15,ml;
stock,15,ml;
rancio wine,10,ml;
mint,8,g;","In a casserole or frying pan, brown the ham, add the chopped spring onion and chopped garlic and cook over a low heat for 2-3 minutes, stirring to prevent burning. Leave the casserole with the muscatel (or whatever alcohol you want to use) and let the alcohol evaporate. Add the peeled peas, salt lightly, add the stock, cover and cook over a medium heat for 2 to 4 minutes. The cooking time of the peas varies according to their size. When there is 1 minute left, add the chopped mint and finish cooking the Catalan peas with Iberian ham. Ready to serve.",
112,112,en,Lentil soup,"Dried red lentils,90,g;
Onion,50,g;
Garlic,4,g; 
Carrot,50,g;
Celery,25,g;
Vegetable broth,360,g;
Cumin,1,g;
Coriander,0,75,g;
Turmeric,0.75,g;","Rinse the lentils in cold water and set aside. Heat some oil in a large pot and sauté the onion, garlic, carrot, and celery until they soften. Add the lentils, vegetable broth, and spices to the pot. Bring the mixture to a boil and reduce the heat to low. Simmer the soup for about 30 minutes, or until the lentils are tender. Add salt and pepper to taste.",
113,113,en,Chickpeas with spinach,"Oil, extra virgin olive,15,g;
Garlic,8,g;
Onion,25,g;
Smoked paprika,0.5,g;
Cumin,0.5,g;
Crushed tomato,120,g;
Spinach,75,g;
Chickpeas,110,g;","Rinse chickpeas and reserve spinach and tomato puree. Thinly slice garlic and finely dice onion. Heat olive oil in a non-stick frying pan and cook garlic and onion until golden. Add cumin, smoked paprika, tomato puree, salt, pepper, and sugar. Add spinach, cover, and cook for 2 minutes. Add chickpeas, season again with salt and pepper, cook for 4 more minutes, and transfer to a bowl.",
114,114,en,Catalonian broad beans,"Broad beans,113,g;
Mint,0.5,g;
Sausage,60,g;
Garlic,0.5,g;
Onion,60,g;
White wine,62.5,g;","Boil the broad beans in boiling water with a little salt for approximately 20 minutes, then drain and set aside. Next, peel and chop the onion and sauté it in a pan with olive oil over low heat, adding salt, and then chop the garlic and brown it. Then, add the broad beans, mint, and a whole botifarra sausage, and sauté everything together. After that, add a glass of wine, stir, and let cook for about 15 minutes over low heat. Finally, remove the botifarra, cut it into pieces, and serve everything mixed together.",
115,115,en,Lentils with chicken and vegetables,"Lentils,90,g;
Garlic,5,g;
Green pepper,5,g;
Onion,5,g;
Tomato,5,g;
Chicken breast,120,g;
Extra virgin olive oil,5,g;","Wash the vegetables and cut it. Cook the chicken breast on the grill and cut it into cubes. Mix all the ingredients in a bowl: the cooked lentils, the vegetables and the chicken breast. Add extra-virgin olive oil or your preferred dressing.",
116,116,en,Hummus,"Chickpeas,50,g;
Garlic,2,g;
Tahini,10,g;
Lemon juice,5,g;
Extra virgin olive oil,5,g;
Salt,1,g;
Cumin,1,g;
Black pepper,0.5,g;","Blend the chickpeas in the blender until obtaining a homogeneous paste. Add the tahini, the peeled and minced garlic, the lemon juice, the cumin and the olive oil. Season to taste. Mix for 3 to 5 minutes, until smooth.",
117,117,en,Falafel,"Chickpeas,40,g;
Onion,25,g;
Garlic,4,g;
Bread crumbs,40,g;
Extra virgin olive oil,10,g;
Fresh parsley,3,g;
Fresh coriander,1,g;
Black pepper,1,g;","Peel and chop the garlic and onion. Crush the chickpeas, parsley and coriander, and mix with the previous mince. Season the dough, add the yeast and mix until a homogeneous mixture is obtained. If the dough is not consistent enough, chickpea flour can be added to thicken it. Let the dough rest for 30-45 minutes. Make medium balls with the dough, cover them with breadcrumbs and fry them. Drain excess oil and serve.",
